id,Name,Date,Amount,
,ING BANK LOAN SUSTAINABLE PROJECTS SMES&MIDCAPS,13/08/2019,44903760.00,
,ING BANK LOAN SUSTAINABLE PROJECTS SMES&MIDCAPS,13/08/2019,49893067.00,
,FAMILY MOSAIC,09/08/2019,140056022.00,
,VALORISATION MATIERE & ENERGIE GRAND PARIS,08/08/2019,230000000.00,
,EIB-EIF MIDCAP FUNDS INVESTMENT FACILITY,06/08/2019,6650000.00,
,EIB-EIF MIDCAP FUNDS INVESTMENT FACILITY,06/08/2019,6650000.00,
,SZCZECIN MUNICIPAL INFRASTRUCTURE VI,02/08/2019,58808760.00,
,SZCZECIN MUNICIPAL INFRASTRUCTURE VI,02/08/2019,36044079.00,
,FAZUA (EGFF),01/08/2019,6000000.00,
,FAZUA (EGFF),01/08/2019,6000000.00,
,RENEWABLE ENERGY RISK SHARING FRANCE II,01/08/2019,80000000.00,
,RENEWABLE ENERGY RISK SHARING FRANCE II,01/08/2019,160000000.00,
,PORTUGAL WATER SUPPLY & SANITATION,31/07/2019,200000000.00,
,SNAM INFRASTRUCTURE UPGRADE,31/07/2019,105000000.00,
,FOF ES ANDALUCIA - GED INFRASTRUCTURE,30/07/2019,121000000.00,
,EIB-EIF MIDCAP FUNDS INVESTMENT FACILITY,30/07/2019,11875000.00,
,RENFE FEVE ROLLING STOCK NORTHERN SPAIN,30/07/2019,100000000.00,
,SELMABIPIEMME LOAN FOR SMES AND MIDCAPS,30/07/2019,100000000.00,
,PLAN SANTE FRANCE,30/07/2019,80000000.00,
,NIGERIA PRIVATE ENTERPRISE FINANCE FACILITY,30/07/2019,60000000.00,
,EIB-EIF MIDCAP FUNDS INVESTMENT FACILITY,30/07/2019,11875000.00,
,RVS LOAN FOR SMES MIDCAPS & OTHER OBJECTIVES,30/07/2019,18700000.00,
,FOF ES ANDALUCIA - ARCANO CAPITAL,30/07/2019,121000000.00,
,RVS LOAN FOR SMES MIDCAPS & OTHER OBJECTIVES,30/07/2019,3300000.00,
,IDF LOAN FOR SMES & PRIORITY PROJECTS IV,30/07/2019,50000000.00,
,IREN CLIMATE ACTION & CIRCULAR ECONOMY LOAN,29/07/2019,87600000.00,
,IREN CLIMATE ACTION & CIRCULAR ECONOMY LOAN,29/07/2019,32400000.00,
,MARCEGAGLIA INNOVATION AND ENERGY EFFICIENCY,29/07/2019,100000000.00,
,SCHOOL UPGRADE INVESTMENT PLAN FRAMEWORK LOAN II,29/07/2019,1255000000.00,
,IBERCAJA LOAN FOR SMES & MIDCAPS IV,29/07/2019,150000000.00,
,EIB-EIF SME FUNDS INVESTMENT FACILITY,26/07/2019,7500000.00,
,EIB-EIF SME FUNDS INVESTMENT FACILITY,26/07/2019,7500000.00,
,LONG TERM CARE DEVELOPMENT INFRASTRUCTURE,26/07/2019,57500000.00,
,WINNOW (EGFF),25/07/2019,3750000.00,
,WINNOW (EGFF),25/07/2019,3750000.00,
,LOAN FOR YOUTH EMPLOYMENT & FEMALE EMPOWERMENT,25/07/2019,25000000.00,
,BELARUS TRANSPORT CONNECTIVITY,24/07/2019,110000000.00,
,BELARUS UTILITY SERVICES MODERNIZATION,24/07/2019,66000000.00,
,BCI SMALL ENTERPRISES AND REMOTE AREAS FACILITY,23/07/2019,24000000.00,
,SATO - ENERGY EFFICIENT BUILDINGS,22/07/2019,30000000.00,
,PUNE METRO RAIL PROJECT,22/07/2019,200000000.00,
,BOELS CONSTRUCTION EQUIPMENT,22/07/2019,40000000.00,
,BOELS CONSTRUCTION EQUIPMENT,22/07/2019,10000000.00,
,JIANGXI WATER TRANSPORT I,22/07/2019,200000000.00,
,SIDENOR SPECIALTY STEEL CAPEX & RDI,19/07/2019,50000000.00,
,DERICHEBOURG RECYCLAGE&ECONOMIE CIRCULAIRE,19/07/2019,130000000.00,
,LOAN FOR YOUTH EMPLOYMENT & FEMALE EMPOWERMENT,18/07/2019,25000000.00,
,SCALING SOLAR PV SENEGAL,18/07/2019,6840000.00,
,CUBIC TELECOM (EGFF),18/07/2019,11750000.00,
,SCALING SOLAR PV SENEGAL,18/07/2019,5660000.00,
,CUBIC TELECOM (EGFF),18/07/2019,11750000.00,
,CDP MIDCAP LOAN,17/07/2019,200000000.00,
,ENEA - DIVERTOR TOKAMAK TEST FACILITY,17/07/2019,250000000.00,
,BANCA TRANSILVANIA LOAN FOR SMES AND MIDCAPS,16/07/2019,75000000.00,
,POLISH ACADEMY OF SCIENCES III,16/07/2019,25500000.00,
,BSTDB LOAN FOR SMES AND MID-CAPS,16/07/2019,12500000.00,
,BSTDB LOAN FOR SMES AND MID-CAPS,16/07/2019,12500000.00,
,BSTDB LOAN FOR SMES AND MID-CAPS,16/07/2019,25000000.00,
,POLISH ACADEMY OF SCIENCES III,16/07/2019,144500000.00,
,INFRAFOF GR - PIRAEUS,15/07/2019,16666667.00,
,INFRAFOF GR - PIRAEUS,15/07/2019,15333333.00,
,ICO INTERNATIONALISATION LOAN FOR SMES & MIDCAPS,12/07/2019,300000000.00,
,MUNICIPAL INFRASTRUCTURE RESILIENCE FRAMEWORK,12/07/2019,10000000.00,
,MACHINE VISION (EGFF),11/07/2019,10000000.00,
,MACHINE VISION (EGFF),11/07/2019,10000000.00,
,UNIVERSITE DE NAMUR RESEARCH EDUCATION INFRA,11/07/2019,28000000.00,
,IBERDROLA NUNEZ DE BALBOA PV,11/07/2019,145000000.00,
,LANUZA WIND PROJECT,11/07/2019,44200000.00,
,UNIVERSITE DE NAMUR RESEARCH EDUCATION INFRA,11/07/2019,7000000.00,
,POST-DISASTER AND CLIMATE CHANGE RESILIENCE FL,10/07/2019,8912656.00,
,MBANK LOAN FOR SMES-MID CAPS AND CLIMATE ACTION,10/07/2019,125000000.00,
,POST-DISASTER AND CLIMATE CHANGE RESILIENCE FL,10/07/2019,8912656.00,
,GEFA KMU DARLEHEN III,10/07/2019,50000000.00,
,POST-DISASTER AND CLIMATE CHANGE RESILIENCE FL,10/07/2019,26737968.00,
,LOAN FOR SMES & CLIMATE ACTION,09/07/2019,150000000.00,
,ACAST (EGFF),09/07/2019,12500000.00,
,SGEL PL LOAN FOR SMES AND MIDCAPS,09/07/2019,100000000.00,
,BUCHAREST POLYTECHNIC UNIVERSITY,09/07/2019,25000000.00,
,ACAST (EGFF),09/07/2019,12500000.00,
,CREDIT AGRICOLE PRET POUR PMES ET MIDCAPS VI,08/07/2019,100000000.00,
,EIB-EIF SME FUNDS INVESTMENT FACILITY,08/07/2019,5000000.00,
,EIB-EIF SME FUNDS INVESTMENT FACILITY,08/07/2019,5000000.00,
,CREDIT AGRICOLE - SOUTIEN JEUNES AGRICULTEURS,08/07/2019,75000000.00,
,AFFORDABLE HOUSING HYPO NOE,08/07/2019,30000000.00,
,CASA PME & MIDCAP AGRICULTURE & CLIMATE ACTION,08/07/2019,200000000.00,
,CIMA (EGFF),05/07/2019,7000000.00,
,SCB POLAND SUPPORT FOR SMES AND MICROENTERPRISES,05/07/2019,70673043.00,
,CIMA (EGFF),05/07/2019,7000000.00,
,LANA RIVER FRONT - URBAN REDEVELOPMENT,05/07/2019,1680000.00,
,LANA RIVER FRONT - URBAN REDEVELOPMENT,05/07/2019,5600000.00,
,LANA RIVER FRONT - URBAN REDEVELOPMENT,05/07/2019,720.00,
,BFCM PRET POUR PME ET ETI II,05/07/2019,100000000.00,
,LANA RIVER FRONT - URBAN REDEVELOPMENT,05/07/2019,2400000.00,
,FL REGIONE FRIULI INFRASTRUCTURE,04/07/2019,62500000.00,
,FL REGIONE FRIULI INFRASTRUCTURE,04/07/2019,25000000.00,
,FL REGIONE FRIULI INFRASTRUCTURE,04/07/2019,37500000.00,
,VUB SK MULTI-PURPOSE MBIL,04/07/2019,50000000.00,
,PIAGGIO RDI VEHICLE IMPROVEMENTS,04/07/2019,70000000.00,
,FLEET RENEWAL LOAN FOR SMES AND MIDCAPS SPAIN,03/07/2019,50000000.00,
,VAEKSTFONDEN EQUITY CO-INVESTMENT PLATFORM,02/07/2019,74960812.00,
,RENAL TREATMENT (EGFF),02/07/2019,10000000.00,
,RENAL TREATMENT (EGFF),02/07/2019,10000000.00,
,EIB-EIF SME FUNDS INVESTMENT FACILITY,28/06/2019,5000000.00,
,EIB-EIF SME FUNDS INVESTMENT FACILITY,28/06/2019,5000000.00,
,EIB-EIF SME FUNDS INVESTMENT FACILITY,28/06/2019,5000000.00,
,LOAN FOR YOUTH EMPLOYMENT & FEMALE EMPOWERMENT,28/06/2019,100000000.00,
,EU FUNDS CO-FINANCING ANDALUCIA 2014-2020,28/06/2019,77050000.00,
,EU FUNDS CO-FINANCING ANDALUCIA 2014-2020,28/06/2019,11500000.00,
,EU FUNDS CO-FINANCING ANDALUCIA 2014-2020,28/06/2019,3220000.00,
,EC-EIB SME INITIATIVE ROMANIA,28/06/2019,316836702.00,
,CREDIT AGRICOLE - TRANSITION ENERGETIQUE MBIL,28/06/2019,250000000.00,
,ISA PHARMACEUTICALS (IDFF),28/06/2019,20000000.00,
,EU FUNDS CO-FINANCING ANDALUCIA 2014-2020,28/06/2019,28980000.00,
,LOAN FOR YOUTH EMPLOYMENT & FEMALE EMPOWERMENT,28/06/2019,50000000.00,
,EU FUNDS CO-FINANCING ANDALUCIA 2014-2020,28/06/2019,16100000.00,
,EU FUNDS CO-FINANCING ANDALUCIA 2014-2020,28/06/2019,10350000.00,
,ANAESTHETIC DRUG DEVELOPMENT (EGFF),28/06/2019,10000000.00,
,EU FUNDS CO-FINANCING ANDALUCIA 2014-2020,28/06/2019,82800000.00,
,ANAESTHETIC DRUG DEVELOPMENT (EGFF),28/06/2019,10000000.00,
,EIB-EIF SME FUNDS INVESTMENT FACILITY,28/06/2019,5000000.00,
,CAMPUS UNIVERSITE DE TOULOUSE,27/06/2019,42000000.00,
,TORUN URBAN INFRASTRUCTURE,27/06/2019,22262731.00,
,PILSEN PUBLIC TRANSPORT,27/06/2019,50000000.00,
,TORUN URBAN INFRASTRUCTURE,27/06/2019,22262731.00,
,NRW BANK GUTE SCHULE 2020,26/06/2019,400000000.00,
,SANTANDER FOCUSED SUPPORT FOR SME & MIDCAPS 2019,26/06/2019,92500000.00,
,LEBANON PRIVATE SECTOR RESILIENCE FACILITY,26/06/2019,10000000.00,
,AMSTERDAM AIRPORT SCHIPHOL CAPACITY EXPANSION,25/06/2019,175000000.00,
,SG FINANS LEASING LOAN FOR SMES III,25/06/2019,75000000.00,
,SG FINANS LEASING LOAN FOR SMES III,25/06/2019,75000000.00,
,SGEF CZ LOAN FOR SMES AND MIDCAPS VIII,25/06/2019,7000000.00,
,SGEF CZ LOAN FOR SMES AND MIDCAPS VIII,25/06/2019,43000000.00,
,BBPM ENHANCED SME & MIDCAP SUPPORT,24/06/2019,55000000.00,
,BIONDVAX UNIVERSAL FLU VACCINE (IDFF),24/06/2019,4000000.00,
,ECOSLOPS,24/06/2019,9840600.00,
,BCR LEASING LOAN FOR SMES & MIDCAPS,24/06/2019,30000000.00,
,ECOSLOPS,24/06/2019,8159400.00,
,HELABA ENERGIE UMWELT UND MIDCAP GLOBALDARLEHEN,21/06/2019,100000000.00,
,DUBLIN AIRPORT OPERATIONAL RESILIENCE UPGRADE,21/06/2019,323050000.00,
,BANCA MPS LOAN FOR SMES AND MIDCAPS,21/06/2019,400000000.00,
,DUBLIN AIRPORT OPERATIONAL RESILIENCE UPGRADE,21/06/2019,26950000.00,
,MIDWAY ALIGNMENT VAASA UMEA FERRY,20/06/2019,35000000.00,
,MIDWAY ALIGNMENT VAASA UMEA FERRY,20/06/2019,35000000.00,
,MAUNA KEA TECHNOLOGIES (EGFF),20/06/2019,11250000.00,
,MAUNA KEA TECHNOLOGIES (EGFF),20/06/2019,11250000.00,
,LOAN FOR AGRICULTURAL SMES AND MIDCAPS SPAIN II,19/06/2019,100000000.00,
,CESKA SME AND MIDCAP MEZZANINE ABS,19/06/2019,76542446.00,
,CITYJET REGIONAL ROLLING STOCK,19/06/2019,50000000.00,
,ENDA TAMWEEL,19/06/2019,8500000.00,
,EDUCATION BOUCHES-DU-RHONE,18/06/2019,150000000.00,
,LATAM SUSTAINABLE POWER GENERATION FL,18/06/2019,150764280.00,
,PLAN SANTE FRANCE,18/06/2019,80000000.00,
,BAKHENG WATER SUPPLY PROJECT,18/06/2019,53633682.00,
,KONE INNOVATIVE PEOPLE FLOW RDI,17/06/2019,183000000.00,
,KENYA AGRICULTURE VALUE CHAIN FACILITY,17/06/2019,25000000.00,
,KONE INNOVATIVE PEOPLE FLOW RDI,17/06/2019,17000000.00,
,VOESTALPINE RDI AND ADVANCED MANUFACTURING,17/06/2019,150000000.00,
,NEDBANK PRIVATE SECTOR FACILITY 2,14/06/2019,100000000.00,
,ATHENS METRO D,14/06/2019,150000000.00,
,SBCI BUSINESS SUPPORT INVESTMENT PLATFORM,14/06/2019,133600000.00,
,CAMPUS UPEM UNIVERSITE PARIS-EST,14/06/2019,24000000.00,
,SBCI BUSINESS SUPPORT INVESTMENT PLATFORM,14/06/2019,14400000.00,
,CYPRUS EU FUNDS CO-FINANCING 2014-2020,12/06/2019,400.00,
,CYPRUS EU FUNDS CO-FINANCING 2014-2020,12/06/2019,4800000.00,
,CYPRUS EU FUNDS CO-FINANCING 2014-2020,12/06/2019,2800000.00,
,CYPRUS EU FUNDS CO-FINANCING 2014-2020,12/06/2019,1600000.00,
,CYPRUS EU FUNDS CO-FINANCING 2014-2020,12/06/2019,6000000.00,
,CYPRUS EU FUNDS CO-FINANCING 2014-2020,12/06/2019,7200000.00,
,CYPRUS EU FUNDS CO-FINANCING 2014-2020,12/06/2019,7600000.00,
,CYPRUS EU FUNDS CO-FINANCING 2014-2020,12/06/2019,6400000.00,
,CYPRUS EU FUNDS CO-FINANCING 2014-2020,12/06/2019,3200000.00,
,BANCA IFIS LOAN FOR SMES,07/06/2019,50000000.00,
,TAALERI ENERGIA SOLARWIND FUND II,06/06/2019,30000000.00,
,ENGINEERING INNOVATIVE SOFTWARE DEVELOPMENT,06/06/2019,60000000.00,
,TAALERI ENERGIA SOLARWIND FUND II,06/06/2019,30000000.00,
,SNAM LNG CNG STATIONS,06/06/2019,25000000.00,
,LOAN FOR YOUTH EMPLOYMENT & FEMALE EMPOWERMENT,03/06/2019,100000000.00,
,HSBC FRANCE LOAN FOR SMES AND MIDCAPS,03/06/2019,100000000.00,
,OULU URBAN INFRASTRUCTURE II,03/06/2019,200000000.00,
,LOAN FOR YOUTH EMPLOYMENT & FEMALE EMPOWERMENT,03/06/2019,100000000.00,
,LEAPFROG EMERGING CONSUMER FUND III,31/05/2019,6860371.00,
,LEAPFROG EMERGING CONSUMER FUND III,31/05/2019,16007533.00,
,INFRAFOF GR - NBG,29/05/2019,15333333.00,
,INFRAFOF GR - NBG,29/05/2019,16666667.00,
,ANIMAL HEALTH R&D SPAIN,28/05/2019,25000000.00,
,INTESA SANPAOLO MIDCAP LOAN V,28/05/2019,250000000.00,
,RDI FOR SUSTAINABLE PRODUCTIVITY SOLUTIONS,28/05/2019,117000000.00,
,CARIPARMA LOAN FOR SMES AND MID-CAPS VII,28/05/2019,150000000.00,
,RESEAU DE CHALEUR GRENOBLE METROPOLE,28/05/2019,30000000.00,
,CDP CLIMATE CHANGE IP - MCI,28/05/2019,56000000.00,
,RDI FOR SUSTAINABLE PRODUCTIVITY SOLUTIONS,28/05/2019,39000000.00,
,UBI GROUP LOAN FOR SMES AND MID-CAPS III,28/05/2019,250000000.00,
,CDP CLIMATE CHANGE IP - MCI,28/05/2019,14000000.00,
,CDP CLIMATE CHANGE IP - MCI,28/05/2019,14000000.00,
,CDP CLIMATE CHANGE IP - MCI,28/05/2019,56000000.00,
,ISP LOAN FOR CIRCULAR ECONOMY,28/05/2019,250000000.00,
,TB CLEAN URBAN TRANSPORT FLEET RENEWAL,27/05/2019,73500000.00,
,UNICREDIT MIDCAP LOAN VII,27/05/2019,75000000.00,
,UNICREDIT MIDCAP LOAN VII,27/05/2019,175000000.00,
,QAIROKKUM HPP CLIMATE RESILIENCE UPGRADE,24/05/2019,30000000.00,
,POST-DISASTER AND CLIMATE CHANGE RESILIENCE FL,23/05/2019,2200000.00,
,POST-DISASTER AND CLIMATE CHANGE RESILIENCE FL,23/05/2019,2200000.00,
,LISBON URBAN RENEWAL HOUSING CLIMATE FL,23/05/2019,10500000.00,
,CDC BIODIVERSITE (NCFF),23/05/2019,1300000.00,
,BREAKTHROUGH ENERGY EUROPE FUND,23/05/2019,50000000.00,
,LISBON URBAN RENEWAL HOUSING CLIMATE FL,23/05/2019,31500000.00,
,CDC BIODIVERSITE (NCFF),23/05/2019,3690000.00,
,A1 MOTORWAY TUSZYN CZESTOCHOWA (TEN-T),23/05/2019,300000000.00,
,POST-DISASTER AND CLIMATE CHANGE RESILIENCE FL,23/05/2019,6600000.00,
,HOIVATILAT CARE PREMISES,22/05/2019,20000000.00,
,STRUCTURAL FUNDS CO-FINANCING II (HU),22/05/2019,49000000.00,
,STRUCTURAL FUNDS CO-FINANCING II (HU),22/05/2019,140000000.00,
,STRUCTURAL FUNDS CO-FINANCING II (HU),22/05/2019,17500000.00,
,STRUCTURAL FUNDS CO-FINANCING II (HU),22/05/2019,49000000.00,
,NOORDWEST HOSPITAL,22/05/2019,120000000.00,
,PLK RAILWAY MODERNIZATION E59 POZNAN - SZCZECIN,22/05/2019,260000000.00,
,STRUCTURAL FUNDS CO-FINANCING II (HU),22/05/2019,94500000.00,
,CHARLEROI HOSPITAL (GHDC),21/05/2019,200000000.00,
,LOAN FOR YOUTH EMPLOYMENT & FEMALE EMPOWERMENT,21/05/2019,100000000.00,
,BITMOVIN (EGFF),20/05/2019,10000000.00,
,GRENOBLE ALPES METROPOLE CLIMATE ACTION,20/05/2019,19000000.00,
,GRENOBLE ALPES METROPOLE CLIMATE ACTION,20/05/2019,4000000.00,
,WEST & CENTRAL AFRICA PEFF,20/05/2019,14000000.00,
,BITMOVIN (EGFF),20/05/2019,10000000.00,
,GRENOBLE ALPES METROPOLE CLIMATE ACTION,20/05/2019,27000000.00,
,AFFORDABLE HOUSING ERSTE BANK,20/05/2019,50000000.00,
,DIAKONESSENHUIS HOSPITAL,17/05/2019,43000000.00,
,ZAMBIA WATER AND SANITATION PROJECT,17/05/2019,4825000.00,
,INTRINSIC ID (EGFF),17/05/2019,5500000.00,
,INTRINSIC ID (EGFF),17/05/2019,5500000.00,
,IFD LOAN FOR SMES AND MIDCAPS,17/05/2019,150000000.00,
,MUNICIPAL RESILIENCE FACILITY I- MADAD FUND,16/05/2019,66915136.00,
,OULU UNIVERSITY HOSPITAL,15/05/2019,85000000.00,
,MOBIDIAG (EGFF),14/05/2019,12500000.00,
,MOBIDIAG (EGFF),14/05/2019,12500000.00,
,RADOM MUNICIPAL INFRASTRUCTURE II,13/05/2019,4301013.00,
,RADOM MUNICIPAL INFRASTRUCTURE II,13/05/2019,14399043.00,
,GEF SOUTH ASIA GROWTH FUND II,10/05/2019,3339270.00,
,BANCA MARCH ENHANCED SUPPORT FOR MIDCAPS,10/05/2019,13357079.00,
,BANCA MARCH ENHANCED SUPPORT FOR MIDCAPS,10/05/2019,56589182.00,
,GEF SOUTH ASIA GROWTH FUND II,10/05/2019,3339270.00,
,CAIXABANK TECHNOLOGY & DIGITAL PLATFORMS,10/05/2019,70000000.00,
,GEF SOUTH ASIA GROWTH FUND II,10/05/2019,15583259.00,
,IPTO CRETE ISLAND INTERCONNECTION PHASE I,09/05/2019,100000000.00,
,RIKSHEM HOUSING ENERGY EFFICIENT RENOVATION SFSB,08/05/2019,93028448.00,
,ILB LOAN FOR SME AND MID-CAPS INNOVATION,08/05/2019,50000000.00,
,VIENNA SCHOOL PPP CAMPI ARON MENCZER AND ASPERN,07/05/2019,45944779.00,
,VIENNA SCHOOL PPP CAMPI ARON MENCZER AND ASPERN,07/05/2019,1312560.00,
,MUNICIPAL INFRASTRUCTURE RESILIENCE FRAMEWORK,07/05/2019,40000000.00,
,AGRI-INFRASTRUCTURE AND BIOMASS POWER GENERATION,06/05/2019,35124612.00,
,AGRI-INFRASTRUCTURE AND BIOMASS POWER GENERATION,06/05/2019,2066875.00,
,AGRI-INFRASTRUCTURE AND BIOMASS POWER GENERATION,06/05/2019,361342.00,
,AGRI-INFRASTRUCTURE AND BIOMASS POWER GENERATION,06/05/2019,23471120.00,
,AGRI-INFRASTRUCTURE AND BIOMASS POWER GENERATION,06/05/2019,3093086.00,
,AGRI-INFRASTRUCTURE AND BIOMASS POWER GENERATION,06/05/2019,4103343.00,
,AGRI-INFRASTRUCTURE AND BIOMASS POWER GENERATION,06/05/2019,19367777.00,
,AGRI-INFRASTRUCTURE AND BIOMASS POWER GENERATION,06/05/2019,1705533.00,
,TECHNICAL AND TECHNOLOGICAL INSTITUTES PROGRAMME,02/05/2019,11200000.00,
,WBM BEZAHLBARES WOHNEN BERLIN,30/04/2019,100000000.00,
,RIJEKA GENERAL HOSPITAL (KBCRI),30/04/2019,50000000.00,
,HBOR LOAN FOR MIDCAPS & OTHER PRIORITIES II,30/04/2019,292500000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),29/04/2019,4950000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),29/04/2019,4500000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),29/04/2019,37500000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),29/04/2019,7500000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),29/04/2019,15000000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),29/04/2019,13500000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),29/04/2019,9000000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),29/04/2019,22500000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),29/04/2019,28050000.00,
,EU FUNDS CO-FINANCING 2014-2020 (GR),29/04/2019,7500000.00,
,LEGNICA URBAN INFRASTRUCTURE,26/04/2019,17444844.00,
,VALENCIA CLEAN URBAN TRANSPORT FLEET RENEWAL,26/04/2019,39000000.00,
,LEGNICA URBAN INFRASTRUCTURE,26/04/2019,14273054.00,
,RVS LOAN FOR SMES MIDCAPS & OTHER OBJECTIVES,24/04/2019,25500000.00,
,HESSEN MUNICIPAL INFRASTRUCTURE,24/04/2019,50000000.00,
,AFFORDABLE HOUSING HYPO NOE,24/04/2019,45000000.00,
,RVS LOAN FOR SMES MIDCAPS & OTHER OBJECTIVES,24/04/2019,1500000.00,
,RVS LOAN FOR SMES MIDCAPS & OTHER OBJECTIVES,24/04/2019,4500000.00,
,RVS LOAN FOR SMES MIDCAPS & OTHER OBJECTIVES,24/04/2019,8500000.00,
,AENA ENERGY EFFICIENCY INVESTMENT PLAN SFSB,16/04/2019,55966200.00,
,FUNDING CIRCLE P2P FACILITY,16/04/2019,50000000.00,
,AENA ENERGY EFFICIENCY INVESTMENT PLAN SFSB,16/04/2019,19663800.00,
,FUNDING CIRCLE P2P FACILITY,16/04/2019,50000000.00,
,PARTNERSHIP FOR LOCAL DEVELOPMENT,15/04/2019,11000000.00,
,PARTNERSHIP FOR LOCAL DEVELOPMENT,15/04/2019,11000000.00,
,OOSTERWEEL CONNECTION,12/04/2019,150000000.00,
,ADE LOAN FOR SMES & MIDCAPS,12/04/2019,15000000.00,
,ACP SMALLHOLDER FINANCING FACILITY,12/04/2019,5000000.00,
,CAPE VERDE CONNECTIVITY PROGRAMME,10/04/2019,482.9,
,ACP SMALLHOLDER FINANCING FACILITY,10/04/2019,15000000.00,
,CAPE VERDE CONNECTIVITY PROGRAMME,10/04/2019,21467100.00,
,JSW COKE PRODUCTION EFFICIENCY,09/04/2019,29250000.00,
,CAIXABANK SME MEZZANINE ABS,09/04/2019,100000000.00,
,JSW COKE PRODUCTION EFFICIENCY,09/04/2019,29250000.00,
,TARTU EDUCATION AND URBAN INFRASTRUCTURE,05/04/2019,1600000.00,
,TARTU EDUCATION AND URBAN INFRASTRUCTURE,05/04/2019,18400000.00,
,FOOD PRODUCTION MODERNISATION,04/04/2019,27495000.00,
,FOOD PRODUCTION MODERNISATION,04/04/2019,3431000.00,
,DRAEGERWERK MEDICAL TECHNOLOGY RDI,04/04/2019,110000000.00,
,UNIVERSITATSKLINIKUM JENA-LOBEDA,04/04/2019,30000000.00,
,FOOD PRODUCTION MODERNISATION,04/04/2019,16074000.00,
,PACKAGING PLANT CAPACITY EXPANSION,04/04/2019,12000000.00,
,UNIVERSITATSKLINIKUM JENA-LOBEDA,04/04/2019,30000000.00,
,RDI FOR SUSTAINABLE PRODUCTIVITY SOLUTIONS,03/04/2019,144000000.00,
,FLEET RENEWAL LOAN FOR SMES AND MIDCAPS SPAIN,03/04/2019,40000000.00,
,BANCA MARCH LOAN FOR SMES AND MIDCAPS III,03/04/2019,100000000.00,
,NBE LOAN FOR SMES AND MIDCAPS,02/04/2019,375000000.00,
,CAJA RURAL DE NAVARRA LOAN FOR SMES & MIDCAPS,02/04/2019,40000000.00,
,LLWDP II,01/04/2019,82000000.00,
,HUB PORTUALE DI RAVENNA,01/04/2019,65000000.00,
,LAO RESILIENT RURAL ROADS,01/04/2019,5000000.00,
,KPN 5G NETWORK INITIAL DEPLOYMENT,01/04/2019,300000000.00,
,MERIDIAM INFRASTRUCTURE AFRICA FUND TOP UP,29/03/2019,750.00,
,FOF PL KUJAWSKO-POMORSKIE - KPFP,29/03/2019,5855360.00,
,MERIDIAM INFRASTRUCTURE AFRICA FUND TOP UP,29/03/2019,6000000.00,
,MERIDIAM INFRASTRUCTURE AFRICA FUND TOP UP,29/03/2019,1500000.00,
,FOF PL KUJAWSKO-POMORSKIE - BANK PEKAO S A,29/03/2019,34675201.00,
,MERIDIAM INFRASTRUCTURE AFRICA FUND TOP UP,29/03/2019,4500000.00,
,AFFORDABLE HOUSING ERSTE BANK,29/03/2019,50000000.00,
,MERIDIAM INFRASTRUCTURE AFRICA FUND TOP UP,29/03/2019,750.00,
,JYSKE LOAN FOR SMES AND MIDCAPS II,29/03/2019,100466163.00,
,VEROD CAPITAL GROWTH FUND III,29/03/2019,12906097.00,
,MERIDIAM INFRASTRUCTURE AFRICA FUND TOP UP,29/03/2019,1500000.00,
,VIVASURE (EGFF),29/03/2019,5000000.00,
,VIVASURE (EGFF),29/03/2019,5000000.00,
,CZECH RAILWAY INFRASTRUCTURE REHABILITATION,28/03/2019,444920809.00,
,EVOLUTION II,27/03/2019,20515952.00,
,EVOLUTION II,27/03/2019,6568676.00,
,PLK RAILWAY MODERNIZATION E59 POZNAN - SZCZECIN,27/03/2019,140000000.00,
,SKIN HEALTH R&D,27/03/2019,120000000.00,
,PEARL ENVIRONMENTAL INFRASTRUCTURE FUND,26/03/2019,7280000.00,
,PEARL ENVIRONMENTAL INFRASTRUCTURE FUND,26/03/2019,7280000.00,
,PEARL ENVIRONMENTAL INFRASTRUCTURE FUND,26/03/2019,5720000.00,
,PEARL ENVIRONMENTAL INFRASTRUCTURE FUND,26/03/2019,7000000.00,
,PEARL ENVIRONMENTAL INFRASTRUCTURE FUND,26/03/2019,5720000.00,
,PEARL ENVIRONMENTAL INFRASTRUCTURE FUND,26/03/2019,7000000.00,
,MGM SUSTAINABLE ENERGY FUND II,22/03/2019,2266922.00,
,MGM SUSTAINABLE ENERGY FUND II,22/03/2019,1511281.00,
,MGM SUSTAINABLE ENERGY FUND II,22/03/2019,503.76,
,MGM SUSTAINABLE ENERGY FUND II,22/03/2019,755641.00,
,MGM SUSTAINABLE ENERGY FUND II,22/03/2019,8060166.00,
,MGM SUSTAINABLE ENERGY FUND II,22/03/2019,12090250.00,
,RESEAU CANOPEE LOGEMENT SOCIAL,20/03/2019,26000000.00,
,ENSINGER PLASTICS INNOVATION AND GROWTH,19/03/2019,50000000.00,
